id_transaccion,comercio,fecha,monto,categoria_comercio,edad_cliente,metodo_pago,es_fraude
L1-000675,SuperMax,2025-02-04,,DEP,48.0,Tarjeta Debito,0
L1-000676,TecnoCenter,2025-01-11,110.99,Automotriz,35.0,TRANSF,0
L1-000677,AutoRepuestos,2025-05-03,70.56,TECH,29.0,Efectivo,0
L1-000678,LibreriaCentral,2025-05-02,40.74,Farmacia,36.0,Tarjeta Debito,0
L1-000679,TecnoCenter,2025-02-01,112.75,ALIM,18.0,,0
L1-000680,HogarFacil,2025-06-04,122.95,AUTO,27.0,Tarjeta Credito,0
L1-000681,SuperMax,2025-05-13,,Educacion,46.0,EFE,0
L1-000682,TiendaExpress,2025-01-12,157.59,TECH,50.0,Tarjeta Credito,0
L1-000683,FarmaVida,2025-03-26,78.93,retail,23.0,TD,0
L1-000684,LibreriaCentral,2025-03-27,168.63,alimentos,32.0,tarjeta debito,0
L1-000685,TecnoCenter,2025-05-01,74.24,automotriz,37.0,tarjeta credito,0
L1-000686,AutoRepuestos,2025-06-03,99.15,EDU,45.0,EFE,0
L1-000687,FarmaVida,2025-05-16,83.08,AUTO,47.0,TRANSF,0
L1-000688,LibreriaCentral,2025-04-09,84.92,FARM,37.0,TRANSF,0
L1-000689,FarmaVida,2025-04-07,124.34,AUTO,31.0,tarjeta debito,0
L1-000690,TecnoCenter,2025-03-31,146.68,deportes,47.0,efectivo,0
L1-000691,DeportesTotal,2025-05-09,94.35,FARM,28.0,efectivo,0
L1-000692,SuperMax,2025-06-01,152.72,Educacion,37.0,transferencia,0
L1-000693,GourmetPlus,2025-03-25,95.48,RETAIL,29.0,transferencia,0
L1-000694,ModaViva,2025-06-30,78.61,moda,50.0,EFE,0
L1-000695,FarmaVida,2025-03-26,26.24,hogar,43.0,transferencia,0
L1-000696,AutoRepuestos,2025-04-05,82.36,FARM,49.0,Tarjeta Credito,0
L1-000697,GourmetPlus,2025-02-01,33.64,DEP,18.0,efectivo,0
L1-000698,SuperMax,2025-04-13,60.84,Automotriz,32.0,Tarjeta Debito,0
L1-000699,AutoRepuestos,2025-01-26,145.23,hogar,,tarjeta credito,0
L1-000700,SuperMax,2025-01-30,100.1,DEP,,Efectivo,0
L1-000701,DeportesTotal,2025-03-06,55.43,Tecnologia,27.0,tarjeta debito,0
L1-000702,FarmaVida,2025-01-25,146.48,retail,26.0,EFE,0
L1-000703,AutoRepuestos,2025-02-27,61.77,Educacion,32.0,EFE,0
L1-000704,TiendaExpress,2025-05-22,71.94,Automotriz,32.0,EFE,0
L1-000705,LibreriaCentral,2025-06-25,64.03,MODA,95.0,Transferencia,0
L1-000706,AutoRepuestos,2025-04-12,67.87,alimentos,19.0,TD,0
L1-000707,LibreriaCentral,2025-05-25,115.59,Tecnologia,35.0,TC,0
L1-000708,LibreriaCentral,2025-03-18,59.95,farmacia,33.0,tarjeta debito,0
L1-000709,LibreriaCentral,2025-01-21,127.41,moda,45.0,Efectivo,0
L1-000710,ModaViva,2025-06-03,81.57,FARM,28.0,TC,1
L1-000711,TiendaExpress,2025-04-21,73.37,Tecnologia,18.0,EFE,0
L1-000712,HogarFacil,2025-02-15,135.06,Automotriz,18.0,Efectivo,0
L1-000713,FarmaVida,2025-02-07,76.96,Alimentos,30.0,tarjeta debito,0
L1-000714,GourmetPlus,2025-02-24,122.78,FARM,,EFE,0
L1-000715,HogarFacil,2025-06-13,63.07,MODA,47.0,efectivo,0
L1-000716,FarmaVida,2025-06-11,52.57,automotriz,39.0,tarjeta debito,0
L1-000717,AutoRepuestos,2025-04-29,84.44,Automotriz,41.0,TC,0
L1-000718,HogarFacil,2025-05-10,1731.4,FARM,33.0,Tarjeta Credito,0
L1-000719,AutoRepuestos,2025-03-27,156.27,,19.0,TC,0
L1-000720,GourmetPlus,2025-03-14,131.02,moda,32.0,efectivo,0
L1-000721,HogarFacil,2025-03-30,97.01,automotriz,40.0,Transferencia,0
L1-000722,HogarFacil,2025-06-20,132.05,Deportes,70.0,Transferencia,0
L1-000723,DeportesTotal,2025-02-17,93.79,AUTO,37.0,TD,0
L1-000724,AutoRepuestos,2025-06-23,93.07,Retail,40.0,tarjeta debito,1
L1-000725,SuperMax,2025-01-09,90.95,Deportes,33.0,TRANSF,0
L1-000726,ModaViva,2025-03-14,18.26,HOG,,Tarjeta Credito,0
L1-000727,FarmaVida,2025-01-15,126.26,tecnologia,30.0,Transferencia,1
L1-000728,LibreriaCentral,2025-05-03,92.86,HOG,37.0,transferencia,0
L1-000729,TecnoCenter,2025-05-19,42.99,Alimentos,52.0,Transferencia,0
L1-000730,FarmaVida,2025-06-03,63.38,retail,38.0,TD,0
L1-000731,LibreriaCentral,2025-01-13,83.54,TECH,38.0,EFE,0
L1-000732,SuperMax,2025-03-26,53.75,hogar,18.0,Tarjeta Credito,0
L1-000733,ModaViva,2025-04-20,105.44,Alimentos,34.0,Tarjeta Credito,0
L1-000734,LibreriaCentral,2025-03-19,20.41,MODA,46.0,Efectivo,0
L1-000735,HogarFacil,2025-03-13,113.06,educacion,42.0,Efectivo,0
L1-000736,AutoRepuestos,2025-01-02,51.28,alimentos,36.0,tarjeta credito,0
L1-000737,SuperMax,2025-01-02,91.62,alimentos,53.0,TRANSF,0
L1-000738,TiendaExpress,2025-01-17,69.14,AUTO,27.0,Transferencia,0
L1-000739,LibreriaCentral,2025-02-02,88.2,Alimentos,66.0,efectivo,0
L1-000740,TecnoCenter,2025-03-28,64.27,Alimentos,18.0,tarjeta debito,0
L1-000741,TiendaExpress,2025-01-16,82.24,Alimentos,56.0,Efectivo,0
L1-000742,AutoRepuestos,2025-02-15,99.93,moda,25.0,Tarjeta Credito,0
L1-000743,GourmetPlus,2025-05-21,92.79,EDU,42.0,TD,0
L1-000744,FarmaVida,2025-04-26,129.59,Automotriz,,transferencia,0
L1-000745,HogarFacil,2025-03-03,116.71,retail,68.0,TRANSF,0
L1-000746,GourmetPlus,2025-04-26,88.81,AUTO,19.0,efectivo,0
L1-000747,SuperMax,2025-01-29,71.48,Hogar,,TC,0
L1-000748,ModaViva,2025-04-15,125.94,MODA,45.0,efectivo,0
L1-000749,HogarFacil,2025-01-05,77.22,EDU,38.0,tarjeta debito,0
L1-000750,AutoRepuestos,2025-04-30,120.3,Automotriz,20.0,Efectivo,0
L1-000751,LibreriaCentral,2025-03-10,97.29,HOG,40.0,tarjeta debito,1
L1-000752,GourmetPlus,2025-02-24,33.2,educacion,49.0,TD,0
L1-000753,AutoRepuestos,2025-03-22,127.58,Retail,38.0,TRANSF,0
L1-000754,ModaViva,2025-01-17,98.87,Tecnologia,52.0,transferencia,0
L1-000755,TiendaExpress,2025-04-13,87.85,DEP,49.0,transferencia,0
L1-000756,GourmetPlus,2025-04-12,97.99,farmacia,29.0,tarjeta debito,0
L1-000757,FarmaVida,2025-06-14,92.5,educacion,50.0,TRANSF,0
L1-000758,SuperMax,2025-02-11,31.2,Hogar,,efectivo,0
L1-000759,HogarFacil,2025-01-30,86.79,tecnologia,39.0,TD,0
L1-000760,AutoRepuestos,2025-02-28,48.31,hogar,20.0,Efectivo,0
L1-000761,ModaViva,2025-03-06,112.59,HOG,23.0,efectivo,0
L1-000762,GourmetPlus,2025-04-25,139.02,alimentos,37.0,Efectivo,0
L1-000763,TecnoCenter,2025-06-14,66.45,hogar,54.0,TC,0
L1-000764,ModaViva,2025-02-18,1291.46,Deportes,24.0,efectivo,0
L1-000765,TiendaExpress,2025-05-19,102.37,FARM,36.0,TD,0
L1-000766,TiendaExpress,2025-03-23,95.82,educacion,29.0,Tarjeta Debito,0
L1-000767,DeportesTotal,2025-04-12,132.36,alimentos,,tarjeta credito,0
L1-000768,DeportesTotal,2025-06-29,89.07,retail,43.0,transferencia,0
L1-000769,AutoRepuestos,2025-02-21,7.63,hogar,,tarjeta debito,0
L1-000770,ModaViva,2025-02-06,73.81,Alimentos,27.0,TRANSF,0
L1-000771,HogarFacil,2025-02-21,152.09,Educacion,39.0,EFE,0
L1-000772,ModaViva,2025-03-13,136.11,HOG,18.0,TD,0
L1-000773,TiendaExpress,2025-03-26,73.18,,37.0,transferencia,0
L1-000774,SuperMax,2025-04-28,,Retail,34.0,Tarjeta Credito,0
L1-000775,GourmetPlus,2025-06-10,83.35,Educacion,34.0,Efectivo,0
L1-000776,HogarFacil,2025-04-23,57.87,alimentos,20.0,TC,1
L1-000777,ModaViva,2025-02-23,118.67,Farmacia,43.0,TD,0
L1-000778,SuperMax,2025-06-06,61.77,retail,64.0,tarjeta credito,0
L1-000779,LibreriaCentral,2025-04-20,101.59,tecnologia,41.0,transferencia,0
L1-000780,LibreriaCentral,2025-06-20,92.06,farmacia,23.0,TC,0
L1-000781,TiendaExpress,2025-05-21,46.75,TECH,,Efectivo,0
L1-000782,HogarFacil,2025-03-09,50.39,Farmacia,42.0,tarjeta debito,0
L1-000783,TiendaExpress,2025-01-26,76.11,Farmacia,39.0,tarjeta credito,0
L1-000784,GourmetPlus,2025-04-23,9.94,automotriz,18.0,transferencia,0
L1-000785,FarmaVida,2025-02-20,10.2,farmacia,31.0,transferencia,0
L1-000786,AutoRepuestos,2025-02-06,66.21,educacion,95.0,TRANSF,0
L1-000787,AutoRepuestos,2025-03-09,78.01,ALIM,47.0,Efectivo,0
L1-000788,LibreriaCentral,2025-05-18,77.63,Retail,26.0,TC,0
L1-000789,TiendaExpress,2025-02-24,66.9,deportes,97.0,TRANSF,0
L1-000790,LibreriaCentral,2025-01-09,141.76,Automotriz,18.0,transferencia,0
L1-000791,ModaViva,2025-03-13,50.97,deportes,27.0,efectivo,0
L1-000792,HogarFacil,2025-05-09,120.28,EDU,36.0,Tarjeta Debito,0
L1-000793,SuperMax,2025-02-13,67.03,moda,37.0,TRANSF,0
L1-000794,SuperMax,2025-03-31,29.1,Automotriz,62.0,EFE,0
L1-000795,ModaViva,2025-05-04,61.11,MODA,34.0,EFE,0
L1-000796,TiendaExpress,2025-05-27,50.09,Deportes,35.0,Tarjeta Credito,0
L1-000797,AutoRepuestos,2025-02-06,88.67,FARM,59.0,transferencia,0
L1-000798,TiendaExpress,2025-06-17,151.77,Tecnologia,29.0,tarjeta credito,0
L1-000799,SuperMax,2025-05-28,71.29,moda,61.0,Tarjeta Credito,0
L1-000800,GourmetPlus,2025-05-02,119.63,DEP,36.0,Tarjeta Debito,0
L1-000801,HogarFacil,2025-06-01,22.3,retail,33.0,TC,0
L1-000802,TiendaExpress,2025-05-02,37.14,moda,22.0,Efectivo,0
L1-000803,TiendaExpress,2025-04-20,106.28,Retail,48.0,TRANSF,0
L1-000804,SuperMax,2025-03-29,90.21,Farmacia,,Tarjeta Credito,0
L1-000805,AutoRepuestos,2025-04-29,48.11,FARM,38.0,TRANSF,0
L1-000806,SuperMax,2025-06-10,1.0,Alimentos,52.0,Tarjeta Credito,0
L1-000807,AutoRepuestos,2025-01-15,113.79,tecnologia,38.0,TRANSF,0
L1-000808,AutoRepuestos,2025-01-23,,AUTO,50.0,TRANSF,0
L1-000809,DeportesTotal,2025-05-25,43.04,Automotriz,41.0,Tarjeta Credito,1
L1-000810,LibreriaCentral,2025-05-06,127.18,MODA,45.0,Transferencia,0
L1-000811,TecnoCenter,2025-06-17,77.53,MODA,28.0,tarjeta debito,0
L1-000812,ModaViva,2025-04-01,123.87,TECH,64.0,Transferencia,0
L1-000813,FarmaVida,2025-05-21,116.62,deportes,35.0,TC,0
L1-000814,HogarFacil,2025-04-27,118.36,HOG,35.0,tarjeta credito,0
L1-000815,TiendaExpress,2025-05-30,144.16,AUTO,60.0,tarjeta debito,0
L1-000816,AutoRepuestos,2025-01-15,45.19,Farmacia,47.0,TD,0
L1-000817,HogarFacil,2025-05-31,71.66,EDU,41.0,efectivo,0
L1-000818,TiendaExpress,2025-01-21,81.14,EDU,23.0,TD,0
L1-000819,TiendaExpress,2025-04-15,1.0,AUTO,50.0,Tarjeta Debito,0
L1-000820,DeportesTotal,2025-03-19,109.29,AUTO,39.0,Transferencia,0
L1-000821,DeportesTotal,2025-05-02,,Retail,39.0,efectivo,0
L1-000822,FarmaVida,2025-06-22,1.0,AUTO,36.0,transferencia,0
L1-000823,GourmetPlus,2025-03-23,145.58,,39.0,TC,0
L1-000824,FarmaVida,2025-01-05,101.6,MODA,38.0,TC,0
L1-000825,GourmetPlus,2025-01-25,147.75,educacion,41.0,transferencia,0
L1-000826,AutoRepuestos,2025-03-23,164.87,Deportes,20.0,transferencia,0
L1-000827,SuperMax,2025-06-04,55.55,retail,25.0,TD,0
L1-000828,TiendaExpress,2025-04-09,94.68,hogar,30.0,TRANSF,0
L1-000829,TiendaExpress,2025-04-01,108.82,moda,30.0,Tarjeta Debito,0
L1-000830,HogarFacil,2025-06-28,69.43,DEP,57.0,Efectivo,0
L1-000831,ModaViva,2025-05-22,55.08,alimentos,42.0,tarjeta credito,0
L1-000832,LibreriaCentral,2025-06-02,95.1,farmacia,39.0,Efectivo,0
L1-000833,HogarFacil,2025-03-25,76.2,Hogar,46.0,TRANSF,0
L1-000834,DeportesTotal,2025-05-27,90.81,hogar,33.0,Efectivo,0
L1-000835,ModaViva,2025-03-03,129.43,Farmacia,95.0,efectivo,1
L1-000836,DeportesTotal,2025-04-08,111.79,retail,41.0,transferencia,0
L1-000837,ModaViva,2025-01-23,88.75,Automotriz,94.0,EFE,0
L1-000838,TiendaExpress,2025-06-15,138.56,,29.0,tarjeta debito,0
L1-000839,DeportesTotal,2025-02-10,68.64,Retail,43.0,EFE,0
L1-000840,ModaViva,2025-01-22,117.98,automotriz,40.0,Tarjeta Credito,0
L1-000841,HogarFacil,2025-03-01,68.9,Farmacia,39.0,efectivo,0
L1-000842,TecnoCenter,2025-03-27,62.3,retail,44.0,TD,0
L1-000843,TiendaExpress,2025-05-13,85.59,Moda,18.0,,0
L1-000844,AutoRepuestos,2025-06-17,57.25,FARM,47.0,Efectivo,0
L1-000845,GourmetPlus,2025-06-27,85.66,moda,34.0,Transferencia,0
L1-000846,SuperMax,2025-06-24,96.75,retail,40.0,tarjeta credito,0
L1-000847,GourmetPlus,2025-04-21,107.53,Automotriz,45.0,transferencia,0
L1-000848,TecnoCenter,2025-04-05,78.01,Moda,39.0,TC,0
L1-000849,AutoRepuestos,2025-05-07,39.64,HOG,33.0,Transferencia,0
L1-000850,HogarFacil,2025-04-09,92.24,tecnologia,65.0,Tarjeta Credito,0
L1-000851,ModaViva,2025-01-12,102.17,tecnologia,59.0,Tarjeta Credito,0
L1-000852,SuperMax,2025-03-01,28.85,HOG,23.0,TC,0
L1-000853,AutoRepuestos,2025-06-24,69.55,RETAIL,18.0,transferencia,0
L1-000854,FarmaVida,2025-05-11,84.3,automotriz,,efectivo,0
L1-000855,ModaViva,2025-03-31,94.86,moda,26.0,tarjeta credito,0
L1-000856,HogarFacil,2025-01-06,49.99,AUTO,34.0,efectivo,0
L1-000857,DeportesTotal,2025-04-29,43.52,DEP,52.0,Tarjeta Debito,0
L1-000858,AutoRepuestos,2025-03-30,89.39,TECH,26.0,Tarjeta Debito,0
L1-000859,HogarFacil,2025-04-14,82.38,tecnologia,30.0,efectivo,0
L1-000860,SuperMax,2025-05-18,98.0,Deportes,22.0,tarjeta debito,0
L1-000861,TecnoCenter,2025-06-02,141.03,Moda,38.0,TRANSF,0
L1-000862,FarmaVida,2025-01-08,97.51,Farmacia,42.0,tarjeta credito,0
L1-000863,TecnoCenter,2025-04-10,9.1,ALIM,18.0,Tarjeta Credito,0
L1-000864,GourmetPlus,2025-02-18,99.34,Farmacia,36.0,Tarjeta Credito,0
L1-000865,FarmaVida,2025-06-08,19.82,Moda,19.0,Efectivo,0
L1-000866,ModaViva,2025-03-23,74.77,ALIM,49.0,tarjeta debito,0
L1-000867,SuperMax,2025-03-01,97.28,Automotriz,29.0,Transferencia,0
L1-000868,DeportesTotal,2025-05-03,43.66,EDU,18.0,Transferencia,0
L1-000869,ModaViva,2025-03-11,82.51,Farmacia,37.0,Transferencia,0
L1-000870,SuperMax,2025-01-16,217.92,Moda,42.0,Tarjeta Debito,0
L1-000871,DeportesTotal,2025-03-16,66.62,ALIM,44.0,Tarjeta Debito,0
L1-000872,LibreriaCentral,2025-02-20,82.49,hogar,52.0,tarjeta debito,0
L1-000873,AutoRepuestos,2025-03-30,42.21,retail,44.0,TC,0
L1-000874,AutoRepuestos,2025-02-21,35.34,Farmacia,,efectivo,0
L1-000875,TecnoCenter,2025-01-22,69.91,MODA,37.0,transferencia,0
L1-000876,FarmaVida,2025-03-13,92.71,moda,31.0,Transferencia,0
L1-000877,FarmaVida,2025-05-15,48.97,MODA,46.0,Transferencia,0
L1-000878,ModaViva,2025-01-10,43.14,alimentos,20.0,TC,1
L1-000879,FarmaVida,2025-02-06,118.95,Moda,43.0,efectivo,0
L1-000880,GourmetPlus,2025-06-21,126.43,Moda,35.0,TD,0
L1-000881,ModaViva,2025-03-23,117.23,FARM,24.0,Tarjeta Debito,0
L1-000882,DeportesTotal,2025-06-01,159.19,moda,18.0,TC,1
L1-000883,DeportesTotal,2025-02-25,90.71,Farmacia,97.0,Tarjeta Credito,0
L1-000884,AutoRepuestos,2025-03-23,,Retail,42.0,TRANSF,0
L1-000885,TecnoCenter,2025-06-09,79.42,Deportes,38.0,tarjeta debito,0
L1-000886,AutoRepuestos,2025-01-11,164.13,HOG,36.0,EFE,0
L1-000887,LibreriaCentral,2025-05-28,69.17,MODA,36.0,transferencia,0
L1-000888,TecnoCenter,2025-05-31,95.7,RETAIL,28.0,tarjeta debito,0
L1-000889,FarmaVida,2025-02-04,31.48,retail,21.0,Tarjeta Credito,0
L1-000890,FarmaVida,2025-04-28,1.0,AUTO,44.0,tarjeta credito,1
L1-000891,SuperMax,2025-04-08,24.32,Hogar,36.0,EFE,0
L1-000892,ModaViva,2025-01-20,104.54,Hogar,51.0,tarjeta credito,0
L1-000893,HogarFacil,2025-05-21,96.27,MODA,27.0,Tarjeta Credito,0
L1-000894,TecnoCenter,2025-05-19,58.7,tecnologia,18.0,Transferencia,0
L1-000895,ModaViva,2025-02-03,51.46,Alimentos,,EFE,0
L1-000896,GourmetPlus,2025-03-29,109.08,automotriz,36.0,transferencia,0
L1-000897,SuperMax,2025-04-13,1543.56,MODA,50.0,transferencia,0
L1-000898,ModaViva,2025-06-21,135.0,alimentos,38.0,Efectivo,0
L1-000899,FarmaVida,2025-01-05,72.69,deportes,35.0,transferencia,0
L1-000900,DeportesTotal,2025-02-11,111.76,Deportes,27.0,Transferencia,0
L1-000901,GourmetPlus,2025-01-19,1.0,HOG,25.0,tarjeta credito,0
L1-000902,TiendaExpress,2025-03-24,1495.49,ALIM,27.0,transferencia,0
L1-000903,SuperMax,2025-04-18,79.86,farmacia,31.0,Transferencia,0
L1-000904,GourmetPlus,2025-05-22,2787.55,,45.0,Efectivo,0
L1-000905,SuperMax,2025-05-22,77.23,deportes,43.0,efectivo,0
L1-000906,AutoRepuestos,2025-02-21,89.12,Alimentos,58.0,TRANSF,0
L1-000907,LibreriaCentral,2025-01-23,105.79,deportes,51.0,Tarjeta Debito,0
L1-000908,AutoRepuestos,2025-05-30,33.36,hogar,18.0,TC,0
L1-000909,TiendaExpress,2025-05-21,149.86,Educacion,53.0,efectivo,0
L1-000910,TiendaExpress,2025-03-14,103.76,Retail,18.0,Tarjeta Debito,0
L1-000911,HogarFacil,2025-04-01,93.46,,38.0,EFE,0
L1-000912,SuperMax,2025-02-12,2875.04,tecnologia,48.0,TRANSF,0
L1-000913,FarmaVida,2025-06-25,170.4,hogar,51.0,TRANSF,0
L1-000914,GourmetPlus,2025-03-13,169.64,alimentos,35.0,Transferencia,0
L1-000915,HogarFacil,2025-06-18,99.89,Tecnologia,40.0,transferencia,0
L1-000916,ModaViva,2025-01-26,70.67,Deportes,44.0,TC,0
L1-000917,HogarFacil,2025-03-18,121.49,farmacia,44.0,Transferencia,0
L1-000918,LibreriaCentral,2025-01-08,2602.9,hogar,63.0,tarjeta credito,0
L1-000919,LibreriaCentral,2025-05-27,98.11,DEP,35.0,tarjeta debito,0
L1-000920,ModaViva,2025-01-18,41.47,TECH,,Efectivo,0
L1-000921,ModaViva,2025-02-12,47.21,Educacion,29.0,transferencia,0
L1-000922,AutoRepuestos,2025-01-05,94.88,Educacion,36.0,EFE,0
L1-000923,AutoRepuestos,2025-02-18,88.77,Farmacia,34.0,Tarjeta Debito,0
L1-000924,AutoRepuestos,2025-03-02,,RETAIL,46.0,Transferencia,0
L1-000925,GourmetPlus,2025-04-26,36.63,retail,39.0,tarjeta debito,0
L1-000926,HogarFacil,2025-02-17,71.06,deportes,39.0,TRANSF,0
L1-000927,FarmaVida,2025-05-28,185.66,deportes,40.0,Efectivo,0
L1-000928,AutoRepuestos,2025-05-22,154.74,Farmacia,29.0,TRANSF,0
L1-000929,TiendaExpress,2025-04-04,137.37,TECH,58.0,Transferencia,0
L1-000930,ModaViva,2025-04-19,108.66,Educacion,18.0,transferencia,0
L1-000931,AutoRepuestos,2025-02-21,119.43,automotriz,47.0,Efectivo,1
L1-000932,GourmetPlus,2025-01-03,116.02,retail,50.0,TRANSF,0
L1-000933,SuperMax,2025-02-14,110.62,Hogar,50.0,tarjeta debito,0
L1-000934,DeportesTotal,2025-03-25,105.81,farmacia,32.0,tarjeta debito,0
L1-000935,AutoRepuestos,2025-03-24,89.25,automotriz,18.0,TRANSF,0
L1-000936,GourmetPlus,2025-01-28,87.93,Hogar,56.0,transferencia,0
L1-000937,DeportesTotal,2025-01-16,1.0,deportes,21.0,transferencia,0
L1-000938,ModaViva,2025-02-15,60.03,Deportes,50.0,Efectivo,1
L1-000939,ModaViva,2025-01-09,74.24,Hogar,47.0,Transferencia,0
L1-000940,TiendaExpress,2025-01-28,121.76,Hogar,40.0,transferencia,0
L1-000941,LibreriaCentral,2025-01-20,139.54,hogar,94.0,TC,0
L1-000942,TecnoCenter,2025-04-09,117.51,Tecnologia,,EFE,0
L1-000943,SuperMax,2025-01-14,116.11,retail,49.0,EFE,0
L1-000944,DeportesTotal,2025-02-20,147.57,alimentos,60.0,transferencia,0
L1-000945,DeportesTotal,2025-03-05,84.01,moda,53.0,EFE,0
L1-000946,GourmetPlus,2025-06-05,101.21,Alimentos,33.0,Tarjeta Debito,0
L1-000947,GourmetPlus,2025-02-01,93.17,educacion,44.0,TD,0
L1-000948,HogarFacil,2025-04-21,148.45,Hogar,26.0,EFE,1
L1-000949,SuperMax,2025-02-09,64.1,AUTO,49.0,tarjeta credito,0
L1-000950,GourmetPlus,2025-06-01,99.92,retail,39.0,Efectivo,0
L1-000951,HogarFacil,2025-01-02,153.11,hogar,24.0,transferencia,0
L1-000952,DeportesTotal,2025-04-28,85.33,,44.0,TRANSF,0
L1-000953,HogarFacil,2025-02-01,22.97,alimentos,50.0,Efectivo,0
L1-000954,GourmetPlus,2025-01-26,45.4,Alimentos,50.0,tarjeta credito,0
L1-000955,ModaViva,2025-01-22,153.17,Tecnologia,29.0,Tarjeta Credito,0
L1-000956,GourmetPlus,2025-05-17,98.44,moda,37.0,TRANSF,0
L1-000957,HogarFacil,2025-01-22,118.11,Alimentos,40.0,transferencia,0
L1-000958,AutoRepuestos,2025-04-13,,alimentos,32.0,tarjeta credito,0
L1-000959,HogarFacil,2025-01-10,86.95,DEP,42.0,TD,0
L1-000960,DeportesTotal,2025-06-30,111.81,DEP,36.0,Transferencia,0
L1-000961,ModaViva,2025-02-28,3346.97,ALIM,48.0,efectivo,0
L1-000962,HogarFacil,2025-05-12,38.04,deportes,42.0,Tarjeta Debito,0
L1-000963,HogarFacil,2025-01-09,236.93,Automotriz,38.0,TRANSF,0
L1-000964,ModaViva,2025-03-01,69.43,Automotriz,47.0,Transferencia,0
L1-000965,GourmetPlus,2025-06-11,68.02,farmacia,29.0,Tarjeta Debito,0
L1-000966,DeportesTotal,2025-01-14,38.45,FARM,38.0,Tarjeta Debito,0
L1-000967,ModaViva,2025-01-12,91.98,Educacion,42.0,Transferencia,0
L1-000968,FarmaVida,2025-05-11,100.51,farmacia,52.0,tarjeta debito,0
L1-000969,SuperMax,2025-05-15,98.33,hogar,27.0,Tarjeta Debito,0
L1-000970,SuperMax,2025-03-08,70.99,Alimentos,31.0,TC,0
L1-000971,TecnoCenter,2025-03-12,164.53,AUTO,36.0,Transferencia,0
L1-000972,DeportesTotal,2025-06-06,136.73,MODA,49.0,tarjeta credito,0
L1-000973,ModaViva,2025-02-15,53.48,TECH,45.0,tarjeta debito,0
L1-000974,ModaViva,2025-05-22,180.73,Alimentos,85.0,TD,0
L1-000975,AutoRepuestos,2025-01-13,88.7,retail,60.0,efectivo,0
L1-000976,GourmetPlus,2025-03-15,5.59,moda,34.0,Efectivo,0
L1-000977,TecnoCenter,2025-03-03,49.34,DEP,32.0,Tarjeta Debito,0
L1-000978,HogarFacil,2025-01-22,49.23,tecnologia,,Transferencia,0
L1-000979,LibreriaCentral,2025-05-10,100.74,automotriz,37.0,Efectivo,0
L1-000980,AutoRepuestos,2025-05-28,112.29,hogar,41.0,efectivo,0
L1-000981,HogarFacil,2025-06-15,175.04,tecnologia,46.0,Tarjeta Debito,0
L1-000982,DeportesTotal,2025-02-14,97.1,MODA,35.0,Transferencia,0
L1-000983,HogarFacil,2025-04-15,147.38,educacion,35.0,TC,0
L1-000984,TiendaExpress,2025-01-10,40.26,moda,38.0,tarjeta credito,0
L1-000985,LibreriaCentral,2025-04-11,126.84,retail,51.0,Efectivo,0
L1-000986,TiendaExpress,2025-03-24,127.68,Hogar,51.0,TRANSF,0
L1-000987,HogarFacil,2025-06-19,104.02,TECH,36.0,Efectivo,0
L1-000988,DeportesTotal,2025-03-23,94.71,farmacia,49.0,TC,0
L1-000989,LibreriaCentral,2025-06-26,44.4,Moda,,Efectivo,0
L1-000990,ModaViva,2025-03-15,138.99,farmacia,31.0,TC,0
L1-000991,HogarFacil,2025-05-21,114.89,DEP,43.0,Tarjeta Credito,0
L1-000992,LibreriaCentral,2025-05-27,67.99,AUTO,61.0,tarjeta credito,0
L1-000993,TecnoCenter,2025-02-01,113.17,HOG,19.0,Efectivo,0
L1-000994,GourmetPlus,2025-06-11,69.01,automotriz,34.0,transferencia,0
L1-000995,DeportesTotal,2025-02-22,96.57,MODA,,EFE,0
L1-000996,GourmetPlus,2025-03-17,109.49,Educacion,,TC,0
L1-000997,ModaViva,2025-05-21,27.49,TECH,,Efectivo,0
L1-000998,AutoRepuestos,2025-03-22,51.31,Educacion,41.0,TD,0
L1-000999,HogarFacil,2025-02-04,85.07,EDU,47.0,Efectivo,0
L1-001000,ModaViva,2025-04-17,129.11,retail,39.0,Efectivo,0
L1-001001,SuperMax,2025-01-22,59.49,EDU,38.0,TRANSF,0
L1-001002,FarmaVida,2025-05-26,86.23,educacion,38.0,TD,0
L1-001003,AutoRepuestos,2025-01-26,86.87,farmacia,24.0,Tarjeta Debito,0
L1-001004,DeportesTotal,2025-02-11,46.06,Automotriz,44.0,tarjeta debito,0
L1-001005,FarmaVida,2025-03-31,,Farmacia,58.0,tarjeta debito,0
L1-001006,LibreriaCentral,2025-06-03,15.34,EDU,24.0,Transferencia,0
L1-001007,LibreriaCentral,2025-04-14,1474.93,farmacia,31.0,tarjeta debito,0
L1-001008,DeportesTotal,2025-05-12,74.85,farmacia,50.0,TD,0
L1-001009,LibreriaCentral,2025-01-15,72.19,deportes,37.0,TRANSF,0
L1-001010,TiendaExpress,2025-01-08,30.94,ALIM,40.0,efectivo,0
L1-001011,TecnoCenter,2025-04-13,101.76,TECH,,TRANSF,0
L1-001012,AutoRepuestos,2025-05-09,106.24,TECH,21.0,Tarjeta Credito,0
L1-001013,SuperMax,2025-02-11,98.11,MODA,60.0,Transferencia,0
L1-001014,HogarFacil,2025-06-29,73.78,Farmacia,33.0,tarjeta debito,0
