id_estudiante,curso,fecha_inscripcion,horas_estudio,porcentaje_avance,calificacion_final,pais,dispositivo
EST00311,Estadística Aplicada,2025-05-30,29.2,69.1%,5.31,ECU,MOVIL
EST00511,SQL Fundamentals,19/05/2025,11.9,78.5%,7.84,Chile,computador
EST00180,Excel Avanzado,08/24/2025,8.8,56.8%,4.87,Ecuador,tablet
EST00070,SQL Fundamentals,01/02/2025,20.1,100%,6.69,ECU,Computador
EST00993,Visualización de Datos,02/18/2025,13.4,83.9%,5.2,,MOVIL
EST00953,Visualización de Datos,2025-12-02,9.4,32.0%,6.65,chile,tablet
EST00728,Python para Datos,24-05-2025,,69.7%,9.55,ecuador,MOVIL
EST00095,Visualización de Datos,08/10/2025,5.6,67.0%,,Peru,tablet
EST00059,SQL Fundamentals,2025-04-19,25.5,81.6%,6.56,Peru,MOVIL
EST00939,Visualización de Datos,12/09/2025,23.2,66.6%,5.6,mexico,movil
EST00364,SQL Fundamentals,09/26/2025,17.3,69.6%,8.45, peru,movil
EST00896,Machine Learning Básico,03/02/2025,14.0,76.2%,4.8,Colombia,computador
EST00266,Estadística Aplicada,21-08-2025,13.0,62.9%,6.41,mexico,computador
EST00814,SQL Fundamentals,01/11/2025,14.8,67.0%,5.38,CHILE,Computador
EST00846,Estadística Aplicada,01/26/2025,11.0,98.2%,2.78,CHI,computador
EST00381,Machine Learning Básico,2025-05-21,16.0,80.5%,6.86,,computador
EST00605,Estadística Aplicada,11-08-2025,18.3,83.8%,8.46,mexico,movil
EST00725,SQL Fundamentals,29/08/2025,15.2,49.8%,8.47,COLOMBIA,Tablet
EST00811,Machine Learning Básico,28-12-2025,16.0,61.2%,4.76,Ecuador,Tablet
EST00573,Python para Datos,08/24/2025,14.7,50.5%,,ecuador,Tablet
EST00148,Python para Datos,30-08-2025,9.9,71.9%,7.57,México,MOVIL
EST00252,Machine Learning Básico,02/04/2025,5.4,72.3%,7.83,ecuador,computador
EST00687,Estadística Aplicada,30-04-2025,5.0,50.5%,8.95,COLOMBIA,computador
EST00923,Visualización de Datos,2025-03-21,5.1,65.1%,5.76,,Computador
EST00213,Visualización de Datos,08/26/2025,6.5,57.7%,6.62,colombia,Computador
EST00441,Machine Learning Básico,04/10/2025,4.8,87.2%,,peru,computador
EST00933,Machine Learning Básico,30-03-2025,18.1,86.5%,10.47,MEX,Movil
EST00331,Machine Learning Básico,2025-12-10,15.2,25.9%,4.04,MEX,
EST00827,Visualización de Datos,2025-07-22,,81.2%,6.76, Ecuador,computador
EST00277,SQL Fundamentals,14/05/2025,18.3,25.1%,4.48,ECUADOR,MOVIL
EST00847,SQL Fundamentals,05/19/2025,18.5,64.2%,7.1,México,computador
EST00833,Estadística Aplicada,20-07-2025,15.1,58.9%,8.86,mexico,Movil
EST00708,Visualización de Datos,05/02/2025,19.3,97.9%,4.43,ECU,
EST00243,Estadística Aplicada,15/10/2025,16.4,70.9%,4.62, peru,movil
EST00449,SQL Fundamentals,2025-04-11,21.0,28.2%,4.13,COLOMBIA,computador
EST00386,SQL Fundamentals,2025-12-23,18.0,69.0%,7.73,ecuador,Movil
EST00747,Visualización de Datos,14-03-2025,0.5,57.1%,6.24,Perú,computador
EST00525,Machine Learning Básico,13/05/2025,18.4,51.4%,5.39,ecuador,movil
EST00304,Python para Datos,26-09-2025,19.5,100%,5.35,colombia,movil
EST00488,Estadística Aplicada,08/07/2025,14.9,78.8%,9.15,CHI,MOVIL
EST00841,Estadística Aplicada,20-11-2025,18.0,30.9%,6.31,Colombia,Computador
EST00171,SQL Fundamentals,03/31/2025,26.3,73.3%,6.65,ECU,Computador
EST00020,Visualización de Datos,09/26/2025,9.3,81.8%,4.41,,Computador
EST00325,Estadística Aplicada,16-07-2025,21.7,38.1%,7.32,COL,Computador
EST00261,SQL Fundamentals,2025-06-03,23.4,46.8%,8.24,colombia,Computador
EST00948,SQL Fundamentals,09/01/2025,27.7,30.2%,6.0,Ecuador,Computador
EST00410,Machine Learning Básico,08/02/2025,20.7,52.6%,4.63, Ecuador,Movil
EST00401,Estadística Aplicada,27/04/2025,15.2,27.9%,6.73,Mexico,MOVIL
EST00340,SQL Fundamentals,27/08/2025,21.3,37.1%,7.98,CHI,MOVIL
EST00055,Python para Datos,12/23/2025,13.5,94.4%,3.15,Mexico,Movil
EST00944,SQL Fundamentals,2025-11-15,19.0,52.1%,7.74,ECU,computador
EST00151,Visualización de Datos,10/17/2025,16.5,42.2%,6.28,chile,Tablet
EST00779,SQL Fundamentals,2025-12-12,23.8,,7.72,colombia,MOVIL
EST00932,Estadística Aplicada,08-01-2025,6.4,71.1%,7.72,COL,Computador
EST00760,Python para Datos,13-11-2025,15.6,62.7%,4.4, peru,tablet
EST00746,Machine Learning Básico,07/10/2025,13.7,61.8%,9.12,PER,MOVIL
EST00107,Python para Datos,20-10-2025,22.5,72.3%,3.39,mexico,computador
EST00768,Machine Learning Básico,30-12-2025,27.7,81.4%,7.86,ECU,Movil
EST00025,Python para Datos,02/08/2025,13.7,44.7%,7.47,CHI,Movil
EST00974,Excel Avanzado,03/16/2025,23.0,,8.04,peru,MOVIL
EST00534,Excel Avanzado,12-03-2025,8.9,50.6%,7.34,COLOMBIA,MOVIL
EST00864,Machine Learning Básico,05/27/2025,9.7,97.7%,8.3,COLOMBIA,MOVIL
EST00083,Visualización de Datos,23-12-2025,22.9,35.5%,8.6,MEX,computador
EST00895,Machine Learning Básico,08/21/2025,13.3,58.0%,7.34,México,computador
EST00915,Excel Avanzado,05-07-2025,10.9,86.5%,6.49,Ecuador,movil
EST00614,Python para Datos,11/10/2025,9.5,73.4%,8.24,ecuador,Computador
EST00380,Machine Learning Básico,2025-06-02,2.1,73.1%,7.58,Chile,computador
EST00077,Python para Datos,14/01/2025,1.0,80.0%,6.57,ECUADOR,Computador
EST00389,Estadística Aplicada,07/02/2025,11.9,86.4%,7.15, Ecuador,Tablet
EST00407,Python para Datos,17/08/2025,15.9,100%,7.42,Colombia,MOVIL
EST00292,Visualización de Datos,10-03-2025,10.6,74.1%,7.48, Ecuador,Computador
EST00716,SQL Fundamentals,02/04/2025,29.7,44.0%,5.44, Ecuador,computador
EST00111,Visualización de Datos,11/09/2025,4.4,53.4%,8.91,colombia,computador
EST00625,Python para Datos,13/08/2025,278.4,24.6%,7.19,COLOMBIA,movil
EST00886,Excel Avanzado,2025-08-27,10.1,50.3%,3.98,colombia,Computador
EST00818,Machine Learning Básico,10/24/2025,20.9,64.8%,6.53,Peru,Computador
EST00247,SQL Fundamentals,06/24/2025,,83.3%,6.84,,MOVIL
EST00146,Estadística Aplicada,28-12-2025,8.5,50.1%,,COLOMBIA,Tablet
EST00129,Excel Avanzado,12/08/2025,10.0,18.6%,5.55,ecuador,Tablet
EST00904,Visualización de Datos,2025-10-08,18.2,51.6%,7.39,Mexico,MOVIL
EST00623,Python para Datos,21-10-2025,12.0,81.5%,5.93,Peru,MOVIL
EST00682,Python para Datos,19-01-2025,16.7,78.9%,8.4,colombia,Computador
EST00803,Visualización de Datos,13-08-2025,17.8,79.4%,6.43,ECU,Movil
EST00487,Visualización de Datos,01/05/2025,12.9,56.5%,7.18,ECUADOR,Computador
EST00966,Visualización de Datos,06/18/2025,18.5,28.1%,7.18,ECU,MOVIL
EST00091,Excel Avanzado,09/26/2025,17.6,78.3%,8.63,Perú,Tablet
EST00206,SQL Fundamentals,13-04-2025,,60.3%,6.72,ECU,computador
EST00493,SQL Fundamentals,21/09/2025,20.7,67.9%,7.59, Ecuador,Tablet
EST00171,SQL Fundamentals,03/31/2025,26.3,73.3%,6.65,ECU,Computador
EST00977,Machine Learning Básico,08/22/2025,8.6,82.8%,7.47, peru,Computador
EST00931,Estadística Aplicada,22-08-2025,13.7,91.1%,5.54,,Tablet
EST00057,Estadística Aplicada,21/08/2025,5.8,,,ecuador,computador
EST00405,Machine Learning Básico,2025-06-06,15.1,63.0%,6.03,COLOMBIA,computador
EST00242,Machine Learning Básico,2025-11-01,6.1,49.8%,6.16,chile,Movil
EST00600,SQL Fundamentals,07-02-2025,,26.7%,5.3,,computador
EST00347,SQL Fundamentals,11-11-2025,5.7,56.0%,5.39,Colombia,movil
EST00098,Python para Datos,2025-07-22,23.7,70.2%,9.35,COL,
EST00117,Estadística Aplicada,11-10-2025,12.6,58.8%,6.57,chile,movil
EST00202,Python para Datos,,,87.6%,7.92,ECU,Computador
EST00943,Python para Datos,28-08-2025,7.2,63.3%,7.07,ECU,Computador
EST00480,SQL Fundamentals,2025-04-10,11.7,92.1%,9.2,ecuador,
EST00324,Excel Avanzado,09/06/2025,9.5,56.0%,7.11,COL,tablet
EST00194,Estadística Aplicada,26/03/2025,29.7,94.4%,7.22, peru,MOVIL
EST00961,Estadística Aplicada,2025-08-05,34.4,71.5%,5.69,Ecuador,computador
EST00444,Python para Datos,19/05/2025,25.9,85.6%,5.47,mexico,Movil
EST00726,Estadística Aplicada,03/29/2025,10.0,91.8%,7.78,ECU,computador
EST00862,Visualización de Datos,2025-12-09,4.1,79.5%,7.86,Ecuador,Computador
EST00455,Machine Learning Básico,05-01-2025,16.4,81.3%,5.95,ECUADOR,computador
EST00529,Visualización de Datos,02/25/2025,187.2,52.2%,6.01,COLOMBIA,Computador
EST00852,Excel Avanzado,27-12-2025,14.6,68.4%,6.65,,movil
EST00551,Estadística Aplicada,2025-10-24,21.4,79.8%,10.54,Peru,Tablet
EST00865,Machine Learning Básico,2025-11-19,15.9,,6.92,ECU,computador
EST00069,Excel Avanzado,02/23/2025,10.1,81.9%,7.02,,Computador
EST00425,Visualización de Datos,09-07-2025,18.1,94.4%,7.25, Ecuador,MOVIL
EST00297,Machine Learning Básico,,15.3,88.5%,7.29,Mexico,Computador
EST00738,Estadística Aplicada,07/02/2025,9.2,77.7%,6.75,Mexico,MOVIL
EST00951,Excel Avanzado,18/02/2025,18.1,76.4%,9.12,CHILE,Computador
EST00602,Excel Avanzado,30-06-2025,22.8,85.2%,4.96,Peru,computador
EST00871,Python para Datos,01-12-2025,18.0,100%,6.09,Colombia,MOVIL
EST00396,Estadística Aplicada,2025-12-02,31.9,50.2%,6.08, Ecuador,computador
EST00427,Visualización de Datos,05-11-2025,31.6,86.0%,8.27,Mexico,computador
EST00867,Machine Learning Básico,13-02-2025,14.1,,3.64,Ecuador,Computador
EST00560,Visualización de Datos,16/08/2025,8.2,55.5%,5.99,colombia,computador
EST00526,SQL Fundamentals,27/08/2025,1.5,,5.75,COL,Tablet
EST00026,Estadística Aplicada,11/04/2025,32.5,45.2%,3.8,ECUADOR,Computador
EST00015,Machine Learning Básico,22-01-2025,18.8,74.1%,6.01,ECUADOR,MOVIL
EST00253,Python para Datos,12/18/2025,23.8,7.7%,6.52, Ecuador,movil
EST00239,Machine Learning Básico,12/02/2025,18.7,60.0%,3.28,ECUADOR,computador
EST00121,Machine Learning Básico,06/05/2025,25.0,76.7%,7.48,ECUADOR,Movil
EST00286,Excel Avanzado,31-10-2025,12.6,48.7%,5.28, peru,computador
EST00555,Visualización de Datos,06/19/2025,6.9,70.5%,6.85,peru,tablet
EST00197,Python para Datos,2025-11-10,13.8,60.4%,4.61, Ecuador,computador
EST00346,SQL Fundamentals,2025-06-09,21.1,42.3%,3.77,ECUADOR,movil
EST00546,Python para Datos,17-03-2025,24.3,70.2%,5.02,Perú,computador
EST00251,SQL Fundamentals,14/03/2025,22.5,34.7%,8.24,MEX,MOVIL
EST00992,SQL Fundamentals,15/05/2025,11.8,92.2%,4.54,Peru,movil
EST00646,Estadística Aplicada,02/07/2025,5.5,96.4%,7.58,ecuador,computador
EST00879,Python para Datos,2025-11-14,17.1,74.0%,6.33,CHI,movil
EST00413,Visualización de Datos,26-06-2025,18.3,49.3%,7.21,Mexico,Movil
EST00486,Machine Learning Básico,2025-05-28,9.3,74.0%,5.49,PER,Computador
EST00431,Excel Avanzado,21/11/2025,24.4,45.0%,,ecuador,computador
EST00838,Visualización de Datos,02/21/2025,24.9,38.1%,7.47,COL,Movil
EST00812,Machine Learning Básico,20/07/2025,5.1,72.6%,9.86,ecuador,Computador
EST00291,Estadística Aplicada,28/03/2025,9.1,37.3%,4.89,ECU,computador
EST00017,Excel Avanzado,02/02/2025,17.7,63.0%,6.37,México,Movil
EST00159,Excel Avanzado,18/05/2025,19.0,36.2%,6.91,COL,Tablet
EST00244,Machine Learning Básico,2025-08-14,19.5,43.5%,8.31, Ecuador,Computador
EST00067,Python para Datos,28/08/2025,16.4,47.7%,6.78,COL,computador
EST00983,Estadística Aplicada,17-06-2025,15.0,80.0%,7.46,COL,
EST00360,Python para Datos,28-06-2025,14.5,80.9%,6.65,colombia,computador
EST00025,Python para Datos,02/08/2025,13.7,44.7%,7.47,CHI,Movil
EST00632,Estadística Aplicada,19/05/2025,20.9,64.2%,4.63,Peru,Tablet
EST00505,SQL Fundamentals,06-08-2025,10.8,54.3%,8.33,MEX,MOVIL
EST00473,Visualización de Datos,2025-10-27,21.0,93.2%,7.46,chile,tablet
EST00777,Visualización de Datos,25/01/2025,14.5,65.6%,5.73,Perú,Movil
EST00578,Estadística Aplicada,19/06/2025,14.2,49.5%,11.01,Chile,computador
EST00278,Excel Avanzado,2025-02-17,10.7,,4.1,chile,computador
EST00522,Machine Learning Básico,03-04-2025,16.5,96.5%,6.91,ecuador,tablet
EST00929,Machine Learning Básico,2025-02-13,26.5,89.8%,7.06,ECU,tablet
EST00531,Python para Datos,2025-02-06,6.6,54.3%,6.39,Perú,MOVIL
EST00409,Visualización de Datos,03/10/2025,14.5,,8.84, Ecuador,tablet
EST00666,Excel Avanzado,2025-05-19,19.4,51.9%,6.81, Ecuador,computador
EST00927,SQL Fundamentals,30-03-2025,19.8,60.6%,6.56,COL,Computador
EST00433,Visualización de Datos,27/06/2025,8.4,62.7%,9.39,ECU,MOVIL
EST00432,Machine Learning Básico,01/12/2025,23.9,57.2%,5.68,COLOMBIA,tablet
EST00485,Estadística Aplicada,21-11-2025,3.6,48.5%,6.97,Mexico,computador
EST00152,Estadística Aplicada,12/01/2025,16.9,22.7%,4.21,ECUADOR,MOVIL
EST00328,Estadística Aplicada,29-06-2025,214.8,59.0%,4.22, Ecuador,computador
EST00257,SQL Fundamentals,2025-01-15,13.1,55.2%,6.13,México,movil
EST00312,Visualización de Datos,11-10-2025,15.8,69.7%,9.85,Mexico,Movil
EST00851,Python para Datos,19-08-2025,11.3,64.6%,6.94,chile,Tablet
EST00305,Visualización de Datos,08/28/2025,22.1,69.5%,7.0,ecuador,
EST00785,SQL Fundamentals,10/01/2025,19.8,56.8%,9.54,ecuador,movil
EST00414,Visualización de Datos,10/05/2025,19.7,60.7%,4.23,COLOMBIA,Movil
EST00134,Estadística Aplicada,28-06-2025,21.8,35.1%,5.62,ecuador,Tablet
EST00032,SQL Fundamentals,27/12/2025,17.7,40.5%,,COL,Computador
EST00766,Python para Datos,30-12-2025,17.0,49.3%,-2.0,ecuador,Computador
EST00783,Visualización de Datos,2025-02-23,8.5,100%,7.59,ecuador,Computador
EST00459,Python para Datos,08/13/2025,11.4,69.3%,8.21,Mexico,Computador
EST00162,Estadística Aplicada,11/18/2025,14.9,62.9%,6.96,peru,Computador
EST00340,SQL Fundamentals,27/08/2025,21.3,37.1%,7.98,CHI,MOVIL
EST00287,Machine Learning Básico,2025-12-16,,79.6%,4.62,mexico,Movil
EST00249,Machine Learning Básico,2025-09-20,12.0,59.9%,6.43,mexico,Tablet
EST00998,Excel Avanzado,01/07/2025,10.8,64.3%,8.94,colombia,Computador
EST00580,Python para Datos,2025-03-30,11.1,,,ecuador,computador
EST00888,Excel Avanzado,18/09/2025,14.7,83.0%,7.95,México,tablet
EST00849,Excel Avanzado,11-07-2025,4.4,47.1%,5.23,ECUADOR,movil
EST00995,Python para Datos,05-04-2025,28.7,71.3%,5.37,CHILE,movil
EST00002,Excel Avanzado,09/10/2025,15.8,,5.72, peru,movil
EST00737,Machine Learning Básico,08/10/2025,16.2,37.9%,4.69,Ecuador,MOVIL
EST00208,Excel Avanzado,21-07-2025,10.9,61.7%,8.93,CHI,Movil
EST00630,Estadística Aplicada,12/26/2025,11.1,59.3%,9.89,CHILE,Movil
EST00991,Visualización de Datos,2025-06-24,,75.1%,8.17,peru,MOVIL
EST00903,Excel Avanzado,2025-04-26,16.9,86.1%,8.03,ECU,Computador
EST00913,Python para Datos,2025-08-23,4.7,36.2%,7.63,MEX,Computador
EST00265,Excel Avanzado,19/09/2025,16.7,95.3%,6.54,MEX,movil
EST00275,SQL Fundamentals,03/17/2025,11.6,91.5%,,Perú,movil
EST00071,Excel Avanzado,19-09-2025,24.6,67.2%,8.96,COLOMBIA,MOVIL
EST00641,Machine Learning Básico,09/23/2025,21.5,76.9%,6.63,Mexico,Tablet
EST00445,Visualización de Datos,03/07/2025,13.5,45.3%,7.41,ECUADOR,computador
EST00899,Estadística Aplicada,04/29/2025,22.4,45.8%,22.0,Chile,Computador
EST00099,Estadística Aplicada,22/04/2025,12.3,33.7%,7.96,mexico,
EST00980,Machine Learning Básico,23-01-2025,16.8,48.5%,6.99,,Computador
EST00022,Machine Learning Básico,08/30/2025,15.1,60.2%,5.46,ECU,Tablet
EST00706,Excel Avanzado,05/12/2025,18.5,37.9%,6.48,CHI,MOVIL
EST00415,SQL Fundamentals,09/05/2025,17.5,77.6%,8.36,COL,Tablet
EST00518,Machine Learning Básico,24/09/2025,,45.1%,7.74,chile,Computador
EST00150,Machine Learning Básico,01/13/2025,16.5,52.4%,7.47,COL,MOVIL
EST00826,Python para Datos,21-03-2025,9.5,59.8%,6.75, peru,Computador
EST00648,SQL Fundamentals,09/05/2025,17.8,83.8%,6.5,COLOMBIA,Movil
EST00355,Excel Avanzado,08/03/2025,,40.4%,3.73, Ecuador,Movil
EST00858,Visualización de Datos,07/01/2025,8.4,67.0%,6.07,mexico,Computador
EST00488,Estadística Aplicada,08/07/2025,14.9,78.8%,9.15,CHI,MOVIL
EST00053,Excel Avanzado,2025-06-01,16.6,30.1%,8.39, Ecuador,movil
EST00840,Visualización de Datos,08/11/2025,12.9,68.0%,8.93,ECUADOR,Computador
EST00199,Python para Datos,2025-02-26,14.1,66.2%,7.17,,movil
EST00123,SQL Fundamentals,03/07/2025,12.9,,4.58,Chile,computador
EST00204,Visualización de Datos,07/12/2025,20.0,59.6%,5.27,CHI,MOVIL
EST00068,Visualización de Datos,16/12/2025,21.0,62.5%,9.22, Ecuador,Movil
EST00224,SQL Fundamentals,2025-03-14,14.7,73.2%,8.17,Ecuador,Computador
EST00128,Excel Avanzado,10/24/2025,12.2,71.3%,6.63,ecuador,movil
EST00656,Excel Avanzado,29/11/2025,16.1,38.2%,7.97,ecuador,computador
EST00839,Estadística Aplicada,03/06/2025,17.2,16.2%,6.28,ecuador,Computador
EST00963,SQL Fundamentals,11/25/2025,7.6,69.8%,7.78,Ecuador,computador
EST00140,Visualización de Datos,08/11/2025,21.8,82.1%,7.96, peru,Computador
EST00418,SQL Fundamentals,03/18/2025,28.7,33.4%,7.67,ecuador,movil
EST00219,Python para Datos,11/22/2025,13.5,100%,9.94,Ecuador,tablet
EST00547,SQL Fundamentals,19-11-2025,23.5,96.7%,7.33,ecuador,computador
EST00843,Machine Learning Básico,2025-06-08,17.0,100%,8.11,colombia,computador
EST00158,Excel Avanzado,04-05-2025,16.7,71.7%,,,Movil
EST00095,Visualización de Datos,08/10/2025,5.6,67.0%,,Peru,tablet
EST00256,Excel Avanzado,06/12/2025,,61.4%,7.86,Colombia,Tablet
EST00570,Estadística Aplicada,10/28/2025,16.4,97.3%,8.17,chile,computador
EST00644,Excel Avanzado,17-04-2025,21.5,62.4%,7.54,Colombia,MOVIL
EST00739,Estadística Aplicada,03/06/2025,,76.9%,5.91,Mexico,MOVIL
EST00040,Visualización de Datos,2025-06-07,17.9,58.4%,8.5,Mexico,Movil
EST00131,Python para Datos,,9.1,76.2%,6.67,ECU,computador
EST00255,Machine Learning Básico,2025-09-21,11.0,54.1%,7.69,ECUADOR,Computador
EST00190,Machine Learning Básico,19-09-2025,16.2,74.7%,6.21,Mexico,Computador
EST00454,Estadística Aplicada,01/05/2025,14.3,82.0%,9.07,mexico,movil
EST00590,SQL Fundamentals,07/18/2025,21.0,,4.51,Colombia,Computador
EST00403,Estadística Aplicada,22/05/2025,21.5,55.9%,7.66,ECU,Movil
EST00761,SQL Fundamentals,22-12-2025,17.3,51.3%,6.16,ecuador,computador
EST00039,Python para Datos,17/02/2025,9.7,83.3%,5.01,chile,movil
EST00243,Estadística Aplicada,15/10/2025,16.4,70.9%,4.62, peru,movil
EST00885,Machine Learning Básico,2025-10-19,22.7,38.7%,,colombia,tablet
EST00354,Machine Learning Básico,15-05-2025,6.9,64.3%,5.26,México,Movil
EST00621,SQL Fundamentals,2025-02-03,5.7,43.5%,4.41,ECUADOR,Movil
EST00651,Python para Datos,08/22/2025,10.5,85.7%,,Colombia,computador
EST00535,Estadística Aplicada,25-01-2025,11.1,83.0%,8.2,ecuador,MOVIL
EST00504,Estadística Aplicada,10/07/2025,7.8,71.6%,8.13,ecuador,MOVIL
EST00160,SQL Fundamentals,06/05/2025,20.0,56.9%,6.12,ECU,Movil
EST00395,Python para Datos,11/22/2025,11.9,91.0%,7.95,mexico,Movil
EST00883,Python para Datos,11/16/2025,14.1,37.4%,6.29,colombia,MOVIL
EST00538,Machine Learning Básico,2025-08-28,24.9,65.5%,6.56,Ecuador,Computador
EST00696,Excel Avanzado,16/11/2025,14.0,43.9%,8.26, Ecuador,MOVIL
EST00241,SQL Fundamentals,22-03-2025,17.4,100%,6.7,ecuador,movil
EST00014,Python para Datos,2025-10-27,18.0,78.8%,6.36,MEX,Movil
EST00658,Machine Learning Básico,09/27/2025,10.2,64.0%,9.02,mexico,Computador
EST00476,Visualización de Datos,25/04/2025,14.5,88.6%,5.65,Peru,Movil
EST00971,Visualización de Datos,12/03/2025,10.1,88.8%,9.27,colombia,computador
EST00938,Machine Learning Básico,09/06/2025,6.5,63.3%,6.23,Ecuador,Computador
EST00315,Python para Datos,2025-10-29,7.0,37.0%,6.01,Perú,Computador
EST00362,Excel Avanzado,2025-06-14,17.9,53.8%,7.05,PER,MOVIL
EST00591,SQL Fundamentals,06/28/2025,16.5,46.7%,,colombia,tablet
EST00321,Machine Learning Básico,2025-08-25,11.1,,,Ecuador,movil
EST00980,Machine Learning Básico,23-01-2025,16.8,48.5%,6.99,,Computador
EST00745,Excel Avanzado,2025-08-31,17.5,,6.86,PER,Movil
EST00673,Excel Avanzado,2025-03-14,4.6,74.8%,7.79, peru,MOVIL
EST00565,SQL Fundamentals,01/01/2025,16.4,55.6%,8.11,Colombia,movil
EST00356,Visualización de Datos,2025-08-14,4.2,46.8%,5.69,COLOMBIA,computador
EST00035,Visualización de Datos,10/09/2025,7.7,,9.59,Colombia,Computador
EST00335,Machine Learning Básico,12/01/2025,19.5,42.7%,7.62,Perú,Computador
EST00689,Estadística Aplicada,17/10/2025,14.1,,4.32,peru,Computador
EST00377,Python para Datos,12/08/2025,16.6,58.8%,6.74,Mexico,Computador
EST00185,Excel Avanzado,20-09-2025,12.5,65.1%,7.51,COL,movil
EST00824,Estadística Aplicada,06/08/2025,2.1,55.0%,4.77,peru,Movil
EST00424,SQL Fundamentals,05/08/2025,17.5,87.8%,7.02,chile,movil
EST00945,Excel Avanzado,19/12/2025,14.7,97.3%,7.27,ecuador,Movil
EST00326,Machine Learning Básico,01-07-2025,23.8,66.9%,3.35,colombia,tablet
EST00188,Estadística Aplicada,2025-04-13,17.0,73.2%,7.92, Ecuador,Movil
EST00942,Python para Datos,25-08-2025,21.5,67.3%,9.38,Chile,Movil
EST00285,Python para Datos,01/22/2025,11.2,80.4%,8.21,ECUADOR,tablet
EST00392,Python para Datos,2025-05-09,10.7,46.1%,8.4,COL,MOVIL
EST00900,Machine Learning Básico,06-11-2025,,43.2%,8.8,COL,computador
EST00161,Estadística Aplicada,04/12/2025,16.7,,7.09,colombia,Movil
EST00166,SQL Fundamentals,2025-07-10,17.9,72.8%,7.15,CHILE,movil
EST00348,Excel Avanzado,2025-03-23,21.4,62.4%,7.93,Ecuador,Computador
EST00299,Estadística Aplicada,06/02/2025,15.9,70.7%,8.63,,computador
EST00536,Machine Learning Básico,19/01/2025,13.1,82.4%,8.77,MEX,
EST00230,Python para Datos,20/05/2025,16.8,52.4%,8.16,,Movil
EST00860,Estadística Aplicada,2025-01-17,21.6,,5.89,ecuador,MOVIL
EST00828,Visualización de Datos,2025-06-12,4.6,80.7%,5.42,ECUADOR,Movil
EST00695,Excel Avanzado,10/02/2025,12.0,96.0%,6.44,Colombia,Computador
EST00856,Excel Avanzado,27/08/2025,26.1,13.8%,6.33,COL,MOVIL
EST00042,Excel Avanzado,02/23/2025,8.5,69.6%,10.78,ECU,
EST00869,Machine Learning Básico,12-08-2025,14.3,63.4%,6.72,,Movil
EST00749,SQL Fundamentals,17-11-2025,4.7,80.1%,10.41,México,Computador
EST00997,Estadística Aplicada,23-10-2025,15.0,79.6%,6.92,ECU,computador
EST00863,Estadística Aplicada,04/18/2025,10.2,73.5%,6.16,ECUADOR,Computador
EST00588,Estadística Aplicada,13/01/2025,21.1,65.8%,6.91,ecuador,Computador
EST00544,Machine Learning Básico,2025-07-30,14.8,67.4%,7.48,ecuador,tablet
EST00447,Visualización de Datos,2025-12-03,30.6,55.8%,8.15,MEX,Tablet
EST00448,Excel Avanzado,2025-09-18,12.6,48.4%,6.38,ecuador,Movil
EST00350,Machine Learning Básico,2025-01-05,18.3,88.8%,2.43,COLOMBIA,computador
EST00046,Machine Learning Básico,10/04/2025,27.8,43.1%,9.76,,computador
EST00813,Machine Learning Básico,10/03/2025,19.9,45.8%,7.5,ECUADOR,movil
EST00880,Excel Avanzado,2025-04-28,15.2,64.7%,,ECU,movil
EST00109,SQL Fundamentals,25-08-2025,16.4,40.6%,7.37, Ecuador,computador
EST00618,Excel Avanzado,2025-05-13,5.8,53.3%,6.99,ECU,Movil
EST00662,Excel Avanzado,2025-03-28,18.9,,6.3,peru,MOVIL
EST00030,Python para Datos,21-12-2025,9.2,100%,5.77, Ecuador,Movil
EST00182,SQL Fundamentals,08/01/2025,6.6,58.9%,6.28,colombia,Tablet
EST00622,Excel Avanzado,2025-10-16,8.7,77.0%,5.64,Ecuador,Computador
EST00420,Excel Avanzado,09/15/2025,12.0,55.2%,5.66,colombia,Computador
EST00635,Python para Datos,26/08/2025,17.9,92.2%,4.16,ecuador,Computador
EST00796,Python para Datos,25/04/2025,12.1,72.2%,5.66,ECUADOR,Computador
EST00105,Excel Avanzado,,19.4,51.9%,7.82,COL,
EST00061,Visualización de Datos,15/04/2025,,79.6%,4.64,ECU,computador
EST00659,Visualización de Datos,18/04/2025,,100%,6.36,Chile,computador
EST00084,Excel Avanzado,2025-06-11,17.3,72.0%,9.93,Ecuador,Computador
EST00491,Visualización de Datos,03-02-2025,6.1,29.9%,6.64, peru,computador
EST00316,Estadística Aplicada,2025-03-03,21.8,46.2%,6.21, Ecuador,movil
EST00451,SQL Fundamentals,2025-11-01,22.9,65.3%,6.31,ECUADOR,computador
EST00382,Visualización de Datos,12/06/2025,17.8,,7.2,COL,movil
EST00423,Estadística Aplicada,2025-12-27,18.0,59.2%,7.61,colombia,tablet
EST00497,Machine Learning Básico,18/01/2025,16.0,43.3%,7.26,ECU,computador
EST00931,Estadística Aplicada,22-08-2025,13.7,91.1%,5.54,,Tablet
EST00740,Machine Learning Básico,29/12/2025,28.2,51.1%,6.74,México,computador
EST00524,Python para Datos,06/22/2025,8.5,75.2%,9.29,mexico,Movil
EST00446,Estadística Aplicada,12/18/2025,15.4,45.6%,8.11, peru,movil
EST00664,Excel Avanzado,2025-01-30,13.4,52.4%,5.67,ECU,tablet
