id_viaje,tipo_vehiculo,fecha_inicio,hora_inicio,duracion_minutos,distancia_km,costo,zona,edad_usuario,metodo_pago
VJ001301,patineta,2025-08-01,06:14,25.1,3.43,3.61,Samborondón,23.0,tarjeta
VJ000472,bicicleta,2025-08-08,11:19,16.0,2.18,2.45,centro,27.0,tarjeta
VJ002318,bicicleta,2025-06-04,19:35,16.8,3.77,2.98,SUR,34.0,Tarjeta
VJ002108,Scooter,2025-06-25,06:03,16.2,2.97,2.27,NORTE,33.0,efectivo
VJ001838,BICICLETA,2025-07-31,07:55,221.2,1.36,1.17,,31.0,Billetera digital
VJ002403,Patineta,2025-07-18,20:36,7.8,1.7,1.95,SAMBORONDON,37.0,Tarjeta
VJ002302,Scooter,2025-08-05,17:35,24.0,4.15,3.59,Centro,24.0,Billetera digital
VJ001000,bicicleta,2025-06-22,20:46,6.5,1.59,1.36,centro,41.0,TARJETA
VJ000563,Scooter,2025-08-17,12:19,14.2,2.9,2.53,Sur,39.0,TARJETA
VJ001232, Bicicleta,2025-08-23,11:24,11.1,2.15,1.95,centro,37.0,efectivo
VJ001092,patineta,2025-07-05,12:26,6.3,1.25,2.13,SAMBORONDON,27.0,TARJETA
VJ001745, Patineta,2025-06-01,20:18,16.1,2.36,,Centro,41.0,EFECTIVO
VJ002769,bicicleta,2025-07-20,07:16,8.9,2.06,, Norte,25.0,efectivo
VJ000549,PATINETA,2025-06-06,18:23,14.7,3.37,2.5,Centro,34.0,BILLETERA DIGITAL
VJ001137,Scooter,2025-08-05,02:48,1.2,0.33,0.88,sur,29.0,Tarjeta
VJ000120, Patineta,2025-06-28,18:52,14.3,3.46,2.36,centro,,Efectivo
VJ001446,Patineta,2025-08-25,15:30,9.2,2.33,1.95,SAMBORONDON,16.0,Tarjeta
VJ002471,PATINETA,2025-06-09,09:21,18.4,4.46,2.38,SAMBORONDON,,TARJETA
VJ000854,bicicleta,2025-08-28,04:41,10.4,1.93,2.0,,32.0,TARJETA
VJ001914,Bicicleta,2025-06-25,07:45,4.9,1.21,0.94,Samborondon,18.0,EFECTIVO
VJ000039, Bicicleta,2025-08-28,16:43,12.4,2.91,2.13,Centro ,16.0,Tarjeta
VJ002653,Scooter,2025-06-11,13:27,23.2,3.52,2.91,norte,29.0,Efectivo
VJ001236, Bicicleta,2025-07-16,18:03,14.7,2.61,2.09,Norte,34.0,efectivo
VJ001410, Bicicleta,2025-07-19,16:45,12.0,2.61,2.22,NORTE,37.0,TARJETA
VJ001254,Bici,2025-06-02,22:22,273.3,3.72,3.82,Norte,35.0,tarjeta
VJ000018,Scooter,2025-07-06,12:14,2.3,0.47,0.86,centro,25.0,billetera digital
VJ000394,Bici,2025-08-02,13:20,3.3,0.58,1.14,centro,23.0,billetera digital
VJ002818, Bicicleta,2025-07-06,08:06,4.2,0.64,0.53,Centro,39.0,Tarjeta
VJ001954,Bicicleta,2025-07-25,18:35,18.6,3.12,2.65,norte,46.0,tarjeta
VJ000515,BICICLETA,2025-07-27,12:01,17.5,3.59,2.27, Norte,30.0,tarjeta
VJ001576, Bicicleta,2025-07-29,01:36,4.8,0.64,0.69, Norte,40.0,efectivo
VJ001876,Bici,2025-06-26,10:01,3.4,0.67,1.14,Norte,33.0,tarjeta
VJ002350,patineta,2025-08-05,18:59,10.5,2.3,1.55,Norte,34.0,tarjeta
VJ001705,BICICLETA,2025-06-23,06:33,15.4,3.14,2.27,norte,26.0,BILLETERA DIGITAL
VJ002872,Bici,2025-08-05,19:48,8.3,2.05,1.96,samborondon,25.0,TARJETA
VJ002074,Patineta,2025-06-25,18:38,9.6,2.21,1.97,sur,42.0,Tarjeta
VJ001800,Bici,2025-07-05,07:02,6.4,1.09,1.56,sur,33.0,Tarjeta
VJ001779,PATINETA,2025-08-25,18:57,17.7,2.43,2.49,SAMBORONDON,29.0,efectivo
VJ001404,PATINETA,2025-06-07,14:17,9.6,1.9,1.67,Centro,29.0,Efectivo
VJ000087,bicicleta,2025-08-17,12:56,4.0,0.97,0.94,,23.0,TARJETA
VJ000682,Patineta,2025-08-06,05:11,8.5,1.57,1.72,Centro ,31.0,Tarjeta
VJ002774,PATINETA,2025-07-08,13:32,18.8,3.9,2.86,Samborondon,34.0,Billetera Digital
VJ002468, Bicicleta,2025-08-19,18:57,11.0,2.65,1.59,sur,,BILLETERA DIGITAL
VJ002648, Patineta,2025-07-20,18:22,3.2,0.72,,Centro ,45.0,efectivo
VJ000087,bicicleta,2025-08-17,12:56,4.0,0.97,0.94,,23.0,TARJETA
VJ001203,bicicleta,2025-07-24,05:46,14.4,2.94,2.35,CENTRO,36.0,Tarjeta
VJ001833,bicicleta,2025-08-05,17:20,2.4,0.4,0.71,Sur,16.0,BILLETERA DIGITAL
VJ000052,BICICLETA,2025-08-07,14:18,13.0,1.93,2.23,SUR,26.0,tarjeta
VJ001626,PATINETA,2025-07-07,20:57,15.6,2.64,2.37, Norte,28.0,Efectivo
VJ002780, Bicicleta,2025-06-17,12:10,0.0,2.13,2.32,NORTE,29.0,billetera digital
VJ001981,Bici,2025-07-08,09:54,16.3,2.22,2.58,SUR,37.0,tarjeta
VJ000818,Bicicleta,2025-07-19,13:17,9.6,1.78,1.15,SUR,39.0,TARJETA
VJ000341,PATINETA,2025-08-21,08:59,2.7,0.57,,sur,27.0,EFECTIVO
VJ001428,Bici,2025-06-05,14:07,8.7,1.8,1.11,sur,39.0,EFECTIVO
VJ001878, Bicicleta,2025-06-01,18:18,191.0,1.06,1.2,centro,,Tarjeta
VJ000610,Bici,2025-08-22,12:55,3.1,0.76,1.0,sur,29.0,tarjeta
VJ000621,PATINETA,2025-06-14,13:22,10.8,2.66,1.67,CENTRO,23.0,Efectivo
VJ002505,bicicleta,2025-07-03,16:48,14.5,2.73,1.31,norte,30.0,Billetera digital
VJ002320,Bici,2025-08-04,17:25,9.0,1.93,1.51,,38.0,Efectivo
VJ002950,Bici,2025-07-13,07:06,3.3,0.65,0.86,NORTE,16.0,TARJETA
VJ000202,Scooter,2025-08-26,16:52,13.4,2.28,2.31,CENTRO,43.0,tarjeta
VJ001547,PATINETA,2025-06-27,16:25,14.3,2.04,215.97,norte,31.0,Billetera digital
VJ002596,Scooter,2025-08-22,19:16,8.1,1.91,,norte,20.0,efectivo
VJ002761,patineta,2025-08-05,12:25,8.6,1.55,1.23,Centro ,30.0,EFECTIVO
VJ001888,Scooter,2025-08-26,12:17,24.5,3.5,3.7,Centro,40.0,EFECTIVO
VJ001475,BICICLETA,2025-08-23,06:06,1.0,0.1,0.3,NORTE,22.0,TARJETA
VJ002666, Bicicleta,2025-06-08,22:44,10.3,2.26,1.84, Norte,32.0,tarjeta
VJ000915, Patineta,2025-08-24,15:55,22.0,3.19,2.95,sur,40.0,TARJETA
VJ002814,Bicicleta,2025-07-27,10:49,1.0,0.16,1.11,NORTE,37.0,EFECTIVO
VJ000577,patineta,2025-08-10,23:46,9.5,1.38,1.86,CENTRO,22.0,TARJETA
VJ002856,patineta,2025-08-25,18:59,12.2,2.11,2.13,sur,19.0,Efectivo
VJ000821,bicicleta,2025-08-26,12:50,7.2,1.86,1.23,CENTRO,42.0,tarjeta
VJ001395,PATINETA,2025-07-02,19:50,13.9,2.63,2.26,,28.0,Tarjeta
VJ002230,PATINETA,2025-07-07,07:21,8.6,2.19,1.81,Norte,17.0,Efectivo
VJ000675,PATINETA,2025-08-15,17:11,7.6,1.87,1.73,,19.0,efectivo
VJ002611,Bici,2025-08-04,07:51,27.3,3.78,,CENTRO,26.0,BILLETERA DIGITAL
VJ000285,bicicleta,2025-06-15,09:44,20.6,3.76,2.96,centro,33.0,Tarjeta
VJ002056, Bicicleta,2025-08-08,07:27,10.1,1.94,2.0,CENTRO,95.0,EFECTIVO
VJ002775, Patineta,2025-06-23,07:21,7.5,1.59,1.54,sur,29.0,Efectivo
VJ000318,Scooter,2025-06-02,06:15,23.1,3.93,3.16,centro,,TARJETA
VJ000773,Scooter,2025-06-25,19:13,12.0,1.64,,CENTRO,5.0,Efectivo
VJ001664, Bicicleta,2025-08-27,12:21,25.3,4.99,,Sur,110.0,efectivo
VJ000346,Scooter,2025-08-07,04:17,13.7,2.77,1.26,samborondon,30.0,Tarjeta
VJ001468,PATINETA,2025-08-21,16:31,12.4,2.54,2.5,Centro ,24.0,tarjeta
VJ001529,Patineta,2025-07-01,17:54,4.5,0.72,0.99,Samborondon,40.0,Efectivo
VJ001243,Bicicleta,2025-06-10,06:44,5.7,1.32,1.26,sur,,TARJETA
VJ001569,patineta,2025-07-30,17:57,11.1,2.23,2.14,samborondon,16.0,TARJETA
VJ001949, Bicicleta,2025-07-17,19:35,14.9,3.3,2.41,Norte,42.0,EFECTIVO
VJ001278,bicicleta,2025-08-07,17:27,11.1,2.44,2.11,Centro ,24.0,Tarjeta
VJ002820,Bicicleta,2025-08-22,18:36,15.5,2.7,2.48,Norte,24.0,Efectivo
VJ000511,Bici,2025-08-26,20:16,12.8,2.33,2.02,CENTRO,27.0,TARJETA
VJ000646,Scooter,2025-06-04,19:11,6.9,1.19,1.51,Sur,39.0,tarjeta
VJ000269,bicicleta,2025-08-10,11:55,7.5,1.65,1.23,Centro,,Billetera digital
VJ000674,Patineta,2025-06-27,19:17,12.4,1.74,1.99,centro,33.0,TARJETA
VJ002206,Bicicleta,2025-08-18,19:11,11.3,2.94,1.64,,29.0,billetera digital
VJ002352,Bici,2025-06-25,11:39,15.2,2.21,2.11,Samborondon,25.0,TARJETA
VJ001761,patineta,2025-08-06,23:49,23.7,3.41,3.27,SAMBORONDON,31.0,Billetera Digital
VJ002826,Bici,2025-06-26,11:35,14.1,2.67,2.88,Sur,30.0,Tarjeta
VJ002172, Bicicleta,2025-07-18,15:01,1.0,0.2,0.72,norte,34.0,tarjeta
VJ001333, Patineta,2025-06-05,06:37,16.8,4.3,2.58,samborondon,28.0,
VJ002209,Scooter,2025-06-12,05:54,14.4,3.56,2.29,SAMBORONDON,25.0,TARJETA
VJ001994,Bicicleta,2025-07-26,10:53,19.0,3.08,2.6,norte,43.0,tarjeta
VJ002812,BICICLETA,2025-08-27,19:04,13.9,2.58,2.47,NORTE,,Tarjeta
VJ001474,Scooter,2025-08-31,09:39,6.9,1.43,1.46,samborondon,41.0,Tarjeta
VJ000572,patineta,2025-07-07,03:52,5.6,1.48,0.92,Norte,40.0,tarjeta
VJ001308, Bicicleta,2025-07-02,23:01,5.9,0.88,0.97,Centro ,22.0,Tarjeta
VJ001632,patineta,2025-06-22,12:06,13.8,2.78,1.92,Centro,16.0,
VJ000870,Scooter,2025-08-04,14:25,18.9,3.19,139.9,sur,40.0,tarjeta
VJ000726,bicicleta,2025-07-05,18:38,21.9,3.31,3.24,Centro,25.0,EFECTIVO
VJ000802, Bicicleta,2025-08-28,08:04,5.9,1.23,1.65,norte,36.0,TARJETA
VJ002090,BICICLETA,2025-07-23,20:44,11.7,3.04,2.06,Samborondon,30.0,Tarjeta
VJ000289, Bicicleta,2025-06-28,17:31,17.7,3.67,2.56,NORTE,,tarjeta
VJ002991,PATINETA,2025-08-15,18:53,18.5,4.27,2.82,Samborondon,26.0,TARJETA
VJ001630,BICICLETA,2025-07-08,17:21,14.3,2.8,2.05,centro,16.0,efectivo
VJ001501,PATINETA,2025-07-03,18:14,14.2,3.59,2.17,NORTE,34.0,BILLETERA DIGITAL
VJ001016, Bicicleta,2025-08-25,21:14,10.2,2.52,1.44,Centro,,tarjeta
VJ002897,Scooter,2025-06-15,19:12,6.8,1.04,1.4,SUR,28.0,efectivo
VJ001316,PATINETA,2025-06-20,08:16,24.8,3.92,3.47,CENTRO,44.0,TARJETA
VJ001772,Bici,2025-07-24,18:07,17.3,3.3,2.61,samborondon,29.0,Efectivo
VJ002590,Bicicleta,2025-08-25,07:01,7.0,1.81,1.26,centro,26.0,tarjeta
VJ000589,PATINETA,2025-07-03,09:47,16.3,2.46,2.27,Samborondon,22.0,Tarjeta
VJ001757,PATINETA,2025-07-05,17:27,20.0,2.87,2.68,Centro,21.0,Tarjeta
VJ001317,bicicleta,2025-06-22,06:17,6.4,1.07,1.67,SAMBORONDON,26.0,billetera digital
VJ000771,patineta,2025-08-17,13:24,12.5,3.08,,Centro,20.0,Billetera Digital
VJ001431,Bicicleta,2025-07-29,16:54,10.0,2.47,2.43,Samborondon,43.0,Tarjeta
VJ002174, Patineta,2025-07-19,12:25,16.2,3.12,2.63,centro,28.0,tarjeta
VJ001759,Bici,2025-07-10,21:19,4.9,0.92,1.24,Centro,,TARJETA
VJ002962,Bici,2025-06-04,09:22,15.3,3.02,2.6,norte,21.0,EFECTIVO
VJ000636,BICICLETA,2025-08-09,17:06,20.4,3.19,2.87,centro,27.0,tarjeta
VJ001229,Bicicleta,2025-06-07,19:30,14.3,3.6,2.23,Samborondon,27.0,efectivo
VJ001728,BICICLETA,2025-06-05,12:27,6.6,0.94,1.13,SUR,27.0,TARJETA
VJ001700,Scooter,2025-07-24,21:50,12.0,3.1,1.82, Norte,38.0,efectivo
VJ000141, Bicicleta,2025-06-14,10:48,8.0,1.35,1.42,Centro,36.0,Efectivo
VJ001796,Patineta,2025-06-26,06:05,3.1,0.78,0.31,Sur,40.0,tarjeta
VJ000036, Bicicleta,2025-07-21,13:53,19.3,4.23,3.05,centro,16.0,tarjeta
VJ002206,Bicicleta,2025-08-18,19:11,11.3,2.94,1.64,,29.0,billetera digital
VJ002503,BICICLETA,2025-08-29,19:17,15.5,2.62,2.49,Samborondón,17.0,EFECTIVO
VJ001530,PATINETA,2025-07-23,17:16,16.9,3.69,2.79,SUR,35.0,TARJETA
VJ002894,bicicleta,2025-07-14,21:37,2.6,0.65,1.03,SAMBORONDON,20.0,Billetera Digital
VJ000199,PATINETA,2025-08-26,18:28,10.0,2.44,1.93,sur,30.0,TARJETA
VJ002720,PATINETA,2025-07-22,18:54,16.9,3.82,2.29,NORTE,38.0,billetera digital
VJ001022,patineta,2025-07-10,12:37,12.1,2.25,2.45,samborondon,33.0,Tarjeta
VJ000410, Bicicleta,2025-07-13,09:00,1.0,0.1,1.2,Samborondón,29.0,TARJETA
VJ000013, Patineta,2025-08-04,20:15,6.4,1.33,1.11,NORTE,31.0,EFECTIVO
VJ002998,BICICLETA,2025-07-23,17:34,2.7,0.49,0.47,sur,43.0,EFECTIVO
VJ001244,Scooter,2025-08-08,18:25,13.4,2.15,2.08,Norte,22.0,Efectivo
VJ001699,Bici,2025-07-09,07:01,12.2,2.92,1.88,SAMBORONDON,23.0,tarjeta
VJ001105,Scooter,2025-07-13,12:14,9.8,2.05,1.69,Sur,32.0,Tarjeta
VJ002990,Bici,2025-08-16,16:22,1.6,0.22,0.68,Samborondon,38.0,billetera digital
VJ002212,patineta,2025-06-25,20:30,10.4,2.6,1.73, Norte,35.0,efectivo
VJ000465,patineta,2025-08-13,19:06,24.0,4.83,3.44,Centro ,30.0,TARJETA
VJ002323, Patineta,2025-08-30,22:11,14.5,2.47,2.2,Samborondon,19.0,TARJETA
VJ000492,BICICLETA,2025-07-03,13:09,30.2,4.57,3.79,norte,36.0,Tarjeta
VJ000280,BICICLETA,2025-07-01,18:03,12.9,2.76,1.81,samborondon,47.0,BILLETERA DIGITAL
VJ001537,bicicleta,2025-08-13,18:32,6.9,1.75,207.73,CENTRO,22.0,Efectivo
VJ001377, Patineta,2025-07-12,14:33,18.4,3.61,2.98,Samborondon,30.0,BILLETERA DIGITAL
VJ000680,BICICLETA,2025-07-26,10:00,0.0,2.0,1.89,centro,22.0,Billetera Digital
VJ002700,BICICLETA,2025-06-07,19:41,24.3,4.47,3.52,Norte,16.0,efectivo
VJ000021,bicicleta,2025-08-01,20:00,15.2,2.33,1.8,CENTRO,45.0,Efectivo
VJ002261,PATINETA,2025-06-30,19:00,21.8,3.03,2.58,Centro,42.0,efectivo
VJ000705, Bicicleta,2025-06-26,15:20,6.7,1.69,1.41,centro,27.0,TARJETA
VJ001218,Scooter,2025-07-10,12:48,13.9,2.88,2.36,sur,21.0,tarjeta
VJ000118,Scooter,2025-06-03,19:54,9.3,2.04,,SAMBORONDON,28.0,EFECTIVO
VJ000580,Scooter,2025-07-04,07:11,12.5,2.54,2.29,CENTRO,35.0,Billetera digital
VJ001619,Bici,2025-06-04,20:35,7.9,1.71,1.67,norte,30.0,TARJETA
VJ002039,Scooter,2025-08-28,12:24,15.8,3.07,2.16,norte,28.0,Tarjeta
VJ002254,Bici,2025-07-30,20:51,10.3,2.29,1.32, Norte,40.0,EFECTIVO
VJ001786,Bici,2025-06-08,09:48,25.7,4.96,3.73,,28.0,EFECTIVO
VJ001239,BICICLETA,2025-08-09,18:46,28.7,4.18,4.27,Centro,16.0,Efectivo
VJ001642,Patineta,2025-06-21,13:09,13.7,2.41,2.45,Sur,18.0,Billetera digital
VJ002793, Patineta,2025-07-11,18:05,15.8,2.73,2.25,samborondon,23.0,Tarjeta
VJ000231, Patineta,2025-07-16,08:37,294.3,4.45,2.55,Sur,32.0,TARJETA
VJ002783,BICICLETA,2025-07-08,07:21,4.0,0.54,1.08,CENTRO,,Efectivo
VJ001306,Patineta,2025-07-06,01:27,13.8,2.32,1.99,Samborondon,29.0,EFECTIVO
VJ001323,Scooter,2025-08-23,14:45,11.7,2.06,1.68,Centro ,36.0,billetera digital
VJ000372, Bicicleta,2025-06-26,07:03,16.6,3.6,2.88, Norte,36.0,tarjeta
VJ001831, Bicicleta,2025-08-08,09:01,15.8,3.23,1.89,Centro ,40.0,TARJETA
VJ001466,Scooter,2025-07-04,07:45,16.5,2.56,2.28,Centro ,20.0,efectivo
VJ002717,Patineta,2025-07-14,07:59,1.0,0.1,0.3,Centro,30.0,tarjeta
VJ002071,bicicleta,2025-06-02,07:06,20.4,3.19,2.92,sur,33.0,EFECTIVO
VJ000493, Bicicleta,2025-07-09,22:30,21.5,4.1,3.47,CENTRO,32.0,efectivo
VJ000721,Scooter,2025-06-21,12:00,3.8,0.96,0.98,sur,29.0,TARJETA
VJ002934,Bici,2025-08-20,21:27,11.4,2.37,2.08, Norte,28.0,efectivo
VJ001115,Patineta,2025-06-16,21:47,8.6,1.53,1.75, Norte,39.0,billetera digital
VJ000604,PATINETA,2025-08-30,14:22,22.4,4.22,,NORTE,39.0,tarjeta
VJ000037,PATINETA,2025-06-15,15:33,7.3,1.83,1.57, Norte,16.0,Tarjeta
VJ002281,Scooter,2025-08-25,20:09,9.3,2.44,1.64,NORTE,17.0,Billetera digital
VJ001860,Bici,2025-07-18,13:41,6.9,1.5,,Sur,34.0,Efectivo
VJ001051,Scooter,2025-08-28,06:10,4.6,0.97,1.14,NORTE,46.0,Tarjeta
VJ001368,PATINETA,2025-07-24,14:54,6.1,1.58,2.06,Centro,35.0,BILLETERA DIGITAL
VJ002840,BICICLETA,2025-07-11,12:09,3.7,0.9,1.09,Centro ,33.0,efectivo
VJ001854,Scooter,2025-08-26,19:50,7.8,1.99,1.74,Sur,30.0,Tarjeta
VJ000101,PATINETA,2025-07-13,13:24,7.5,1.15,193.77,SAMBORONDON,32.0,tarjeta
VJ000085,PATINETA,2025-08-09,08:16,-1.2,2.9,124.07,Samborondon,16.0,Efectivo
VJ001438,Scooter,2025-08-12,20:48,2.0,0.37,1.24,centro,45.0,BILLETERA DIGITAL
VJ001413, Bicicleta,2025-07-15,12:25,1.3,0.25,0.3,Norte,19.0,Billetera digital
VJ000490,PATINETA,2025-07-18,14:46,19.6,3.62,2.81,Centro ,32.0,Billetera digital
VJ002918,Scooter,2025-08-31,15:55,2.0,0.45,0.66,Centro,35.0,Billetera Digital
VJ002726,Bicicleta,2025-06-29,13:13,9.7,1.3,,Norte,41.0,tarjeta
VJ002027,Bicicleta,2025-06-13,07:10,17.6,3.39,2.18,Centro ,29.0,Billetera Digital
VJ002369,PATINETA,2025-07-27,08:40,11.5,2.16,1.59,Centro,,TARJETA
VJ001958,bicicleta,2025-06-17,14:14,23.2,3.58,3.19,centro,,TARJETA
VJ002808,Patineta,2025-06-05,14:45,8.6,1.42,1.85,Samborondon,35.0,TARJETA
VJ000799,Scooter,2025-06-01,18:01,19.4,3.4,2.79,Centro,29.0,TARJETA
VJ000736,Bici,2025-06-03,22:06,10.2,1.71,,Samborondon,25.0,Tarjeta
VJ001355,BICICLETA,2025-08-20,00:26,14.8,2.18,2.45, Norte,34.0,Tarjeta
VJ002099,Patineta,2025-08-03,12:04,1.0,0.1,0.3,NORTE,30.0,Tarjeta
VJ002439,Scooter,2025-06-05,19:31,20.2,4.57,3.09,Centro ,16.0,efectivo
VJ001873,Scooter,2025-08-01,06:17,15.7,3.67,104.35,Samborondón,39.0,Billetera digital
VJ000998, Patineta,2025-06-16,17:39,19.8,4.68,2.94, Norte,18.0,EFECTIVO
VJ001181,Scooter,2025-08-08,23:56,14.1,3.17,2.46,Samborondon,29.0,Tarjeta
VJ001272,PATINETA,2025-07-31,12:59,15.8,2.66,2.74,Samborondón,29.0,Billetera Digital
VJ002561,Bici,2025-07-04,19:41,18.0,3.32,3.09,CENTRO,,Tarjeta
VJ001669,Bicicleta,2025-08-21,07:16,17.3,3.39,2.76,Centro ,32.0,EFECTIVO
VJ001007,Bici,2025-06-29,08:32,19.4,4.22,3.24,Centro ,35.0,tarjeta
VJ002791, Patineta,2025-07-09,12:10,15.4,-0.5,2.63,centro,26.0,TARJETA
VJ000453,Scooter,2025-07-09,20:06,28.0,4.44,3.35,Centro ,32.0,tarjeta
VJ002314,Patineta,2025-07-01,19:22,6.8,1.3,1.06,Centro,21.0,BILLETERA DIGITAL
VJ002500,Patineta,2025-07-31,07:51,15.3,3.78,2.09,,33.0,EFECTIVO
VJ001309, Patineta,2025-08-30,22:02,12.3,3.14,1.79,norte,,Tarjeta
VJ002194,BICICLETA,2025-08-23,09:29,6.3,1.52,1.2,,95.0,billetera digital
VJ002409,PATINETA,2025-07-29,08:24,445.0,2.19,2.42,centro,27.0,Tarjeta
VJ000117, Patineta,2025-08-17,20:29,3.3,0.8,0.95,Sur,32.0,Billetera Digital
VJ002399, Bicicleta,2025-07-12,12:56,9.5,1.84,1.31,norte,50.0,TARJETA
VJ000062,bicicleta,2025-08-31,16:45,19.6,3.62,,CENTRO,22.0,Tarjeta
VJ002736,Patineta,2025-08-26,18:00,17.8,2.5,2.57,SAMBORONDON,19.0,billetera digital
VJ000962, Bicicleta,2025-08-16,21:44,8.7,2.29,1.74,Centro ,,tarjeta
VJ002336, Patineta,2025-07-05,18:46,-5.0,4.32,3.99,SAMBORONDON,40.0,tarjeta
VJ002233,Patineta,2025-08-30,14:42,7.5,1.69,1.52,samborondon,41.0,Tarjeta
VJ000827,patineta,2025-06-26,19:40,12.1,2.65,,Centro ,35.0,Tarjeta
VJ000420, Patineta,2025-07-16,17:59,7.0,1.73,1.07,Centro ,31.0,Billetera digital
VJ001175,BICICLETA,2025-08-18,17:25,1.1,0.21,0.69,norte,39.0,Efectivo
VJ001158,Bici,2025-08-11,21:33,10.8,2.52,2.26,Centro ,26.0,Efectivo
VJ002376,Patineta,2025-06-13,10:14,29.0,4.79,4.07,Centro ,16.0,Efectivo
VJ000156,Scooter,2025-06-13,08:33,19.6,3.44,3.51,samborondon,52.0,tarjeta
VJ002214,Bici,2025-08-03,11:23,1.7,0.37,0.41,CENTRO,39.0,Tarjeta
VJ001131,PATINETA,2025-06-28,17:36,7.7,1.42,234.26,centro,24.0,Tarjeta
VJ000162,patineta,2025-06-15,19:11,9.4,2.1,2.17,Centro ,31.0,Tarjeta
VJ001653,Scooter,2025-08-22,11:03,6.2,1.63,1.3,Norte,16.0,Billetera Digital
VJ001156,Bici,2025-06-29,20:23,5.3,1.3,1.28,Sur,40.0,
VJ001566, Patineta,2025-06-25,18:07,28.9,4.85,,Norte,16.0,tarjeta
VJ002847, Patineta,2025-06-26,00:15,8.2,1.83,1.76,samborondon,37.0,Billetera Digital
VJ002395,BICICLETA,2025-06-27,05:09,17.5,3.29,2.65,Centro,,tarjeta
VJ001106,Scooter,2025-07-20,06:59,19.9,2.87,3.34,sur,26.0,Tarjeta
VJ001081,Bici,2025-07-08,07:32,17.4,4.46,1.96,centro,,tarjeta
VJ002422,Scooter,2025-08-04,12:52,386.2,2.13,1.4,norte,36.0,Tarjeta
VJ000952,Patineta,2025-07-29,06:07,16.4,4.04,2.61,sur,31.0,billetera digital
VJ000822,Bicicleta,2025-07-28,17:43,18.0,3.55,2.62,NORTE,16.0,
VJ001552,BICICLETA,2025-07-07,12:42,16.5,3.49,2.2,Samborondón,38.0,efectivo
VJ002087, Patineta,2025-08-20,02:54,11.4,2.92,1.91,Centro ,24.0,efectivo
VJ002862,patineta,2025-06-29,20:03,24.7,3.4,3.54,sur,25.0,TARJETA
VJ000987,Patineta,2025-06-28,07:53,15.2,3.67,2.51,samborondon,,billetera digital
VJ002530, Bicicleta,2025-07-19,07:35,9.4,0.0,1.42,norte,32.0,Billetera digital
VJ001074,BICICLETA,2025-06-02,12:55,4.7,0.99,0.41,centro,,
VJ000816,Bici,2025-08-26,12:29,-5.0,3.01,,Centro,28.0,Efectivo
VJ000944,BICICLETA,2025-06-02,18:07,16.9,3.68,2.82,SUR,30.0,Tarjeta
VJ001161,Patineta,2025-08-26,20:19,8.6,1.77,,Centro,35.0,Efectivo
VJ002145, Bicicleta,2025-08-15,17:07,372.6,3.14,1.96,SUR,27.0,Tarjeta
VJ002908,Bici,2025-06-23,00:47,1.0,0.1,0.74, Norte,34.0,Billetera digital
VJ000654,patineta,2025-08-11,19:47,15.5,3.96,,norte,110.0,TARJETA
VJ001809,patineta,2025-07-03,19:36,467.6,3.23,2.25,norte,21.0,TARJETA
VJ001507,Bici,2025-07-31,09:56,12.4,2.58,1.46,norte,39.0,tarjeta
VJ000699,Scooter,2025-07-23,19:27,5.7,1.28,1.51, Norte,31.0,TARJETA
VJ002553,Bicicleta,2025-07-04,08:12,28.2,4.35,4.4,SUR,33.0,Tarjeta
VJ002521,bicicleta,2025-07-16,12:07,22.1,4.33,3.09,norte,28.0,TARJETA
VJ002601,Scooter,2025-08-16,14:26,23.4,4.82,3.53,,16.0,Tarjeta
VJ002037, Patineta,2025-07-09,06:37,9.8,2.32,1.49,norte,22.0,billetera digital
VJ002150,PATINETA,2025-06-22,21:23,14.9,2.68,2.22,,42.0,BILLETERA DIGITAL
VJ001826,BICICLETA,2025-08-14,20:09,19.9,4.63,3.08,Samborondón,28.0,billetera digital
VJ001704,BICICLETA,2025-06-23,06:09,14.7,2.47,, Norte,16.0,tarjeta
VJ001692,bicicleta,2025-06-15,17:54,17.3,2.36,238.16,norte,22.0,Tarjeta
VJ002486,BICICLETA,2025-07-14,20:24,12.9,2.56,1.78,Norte,40.0,efectivo
VJ002886,Patineta,2025-08-23,17:49,3.7,0.92,0.75,CENTRO,39.0,Efectivo
VJ000379, Patineta,2025-07-02,08:36,5.2,1.13,1.05,CENTRO,16.0,Billetera digital
VJ000874, Bicicleta,2025-08-27,07:17,6.1,0.83,1.51,Samborondon,16.0,Billetera Digital
VJ000671,BICICLETA,2025-07-26,12:07,9.4,2.04,1.59,NORTE,37.0,Tarjeta
VJ002952,bicicleta,2025-07-25,19:25,8.0,1.15,170.03,CENTRO,27.0,Efectivo
VJ002245,PATINETA,2025-08-21,09:18,-1.2,1.4,1.76,Sur,28.0,Billetera digital
VJ000725, Patineta,2025-07-12,11:22,13.0,2.81,2.57,centro,34.0,TARJETA
VJ002623,Patineta,2025-07-01,10:53,20.8,4.68,2.88,sur,39.0,TARJETA
VJ000844,bicicleta,2025-08-06,08:29,6.2,1.15,1.38,Centro ,,Tarjeta
VJ000904,Bicicleta,2025-08-11,21:53,26.9,4.48,3.81,CENTRO,29.0,Tarjeta
VJ000041,Scooter,2025-06-28,07:52,17.3,3.1,2.85,sur,,tarjeta
